date,Cases,Dead,Recovered,state
11/15/2020,3285,2,3263,Dadra and Nagar Haveli and Daman and Diu
11/16/2020,3291,2,3267,Dadra and Nagar Haveli and Daman and Diu
11/17/2020,3294,2,3273,Dadra and Nagar Haveli and Daman and Diu
11/18/2020,3297,2,3274,Dadra and Nagar Haveli and Daman and Diu
11/19/2020,3305,2,3274,Dadra and Nagar Haveli and Daman and Diu
11/20/2020,3307,2,3274,Dadra and Nagar Haveli and Daman and Diu
11/21/2020,3316,2,3275,Dadra and Nagar Haveli and Daman and Diu
11/22/2020,3317,2,3276,Dadra and Nagar Haveli and Daman and Diu
11/23/2020,3321,2,3280,Dadra and Nagar Haveli and Daman and Diu
11/24/2020,3325,2,3283,Dadra and Nagar Haveli and Daman and Diu
11/25/2020,3325,2,3286,Dadra and Nagar Haveli and Daman and Diu
11/26/2020,3327,2,3290,Dadra and Nagar Haveli and Daman and Diu
11/27/2020,3328,2,3293,Dadra and Nagar Haveli and Daman and Diu
11/28/2020,3330,2,3301,Dadra and Nagar Haveli and Daman and Diu
11/29/2020,3330,2,3305,Dadra and Nagar Haveli and Daman and Diu
11/30/2020,3332,2,3308,Dadra and Nagar Haveli and Daman and Diu
12/1/2020,3332,2,3314,Dadra and Nagar Haveli and Daman and Diu
12/2/2020,3334,2,3317,Dadra and Nagar Haveli and Daman and Diu
12/3/2020,3340,2,3322,Dadra and Nagar Haveli and Daman and Diu
12/4/2020,3340,2,3324,Dadra and Nagar Haveli and Daman and Diu
12/5/2020,3340,2,3326,Dadra and Nagar Haveli and Daman and Diu
12/6/2020,3341,2,3326,Dadra and Nagar Haveli and Daman and Diu
12/7/2020,3342,2,3326,Dadra and Nagar Haveli and Daman and Diu
12/8/2020,3346,2,3328,Dadra and Nagar Haveli and Daman and Diu
12/9/2020,3351,2,3330,Dadra and Nagar Haveli and Daman and Diu
12/10/2020,3354,2,3331,Dadra and Nagar Haveli and Daman and Diu
12/11/2020,3354,2,3332,Dadra and Nagar Haveli and Daman and Diu
12/12/2020,3355,2,3335,Dadra and Nagar Haveli and Daman and Diu
12/13/2020,3356,2,3337,Dadra and Nagar Haveli and Daman and Diu
12/14/2020,3356,2,3337,Dadra and Nagar Haveli and Daman and Diu
12/15/2020,3359,2,3338,Dadra and Nagar Haveli and Daman and Diu
12/16/2020,3359,2,3338,Dadra and Nagar Haveli and Daman and Diu
12/17/2020,3360,2,3342,Dadra and Nagar Haveli and Daman and Diu
12/18/2020,3361,2,3344,Dadra and Nagar Haveli and Daman and Diu
12/19/2020,3362,2,3350,Dadra and Nagar Haveli and Daman and Diu
12/20/2020,3363,2,3352,Dadra and Nagar Haveli and Daman and Diu
12/21/2020,3363,2,3352,Dadra and Nagar Haveli and Daman and Diu
12/22/2020,3363,2,3354,Dadra and Nagar Haveli and Daman and Diu
12/23/2020,3364,2,3357,Dadra and Nagar Haveli and Daman and Diu
12/24/2020,3365,2,3357,Dadra and Nagar Haveli and Daman and Diu
12/25/2020,3367,2,3357,Dadra and Nagar Haveli and Daman and Diu
12/26/2020,3370,2,3357,Dadra and Nagar Haveli and Daman and Diu
12/27/2020,3372,2,3362,Dadra and Nagar Haveli and Daman and Diu
12/28/2020,3373,2,3362,Dadra and Nagar Haveli and Daman and Diu
12/29/2020,3374,2,3363,Dadra and Nagar Haveli and Daman and Diu
12/30/2020,3375,2,3364,Dadra and Nagar Haveli and Daman and Diu
12/31/2020,3375,2,3364,Dadra and Nagar Haveli and Daman and Diu
1/1/2021,3378,2,3365,Dadra and Nagar Haveli and Daman and Diu
1/2/2021,3378,2,3365,Dadra and Nagar Haveli and Daman and Diu
1/3/2021,3378,2,3365,Dadra and Nagar Haveli and Daman and Diu
1/4/2021,3379,2,3368,Dadra and Nagar Haveli and Daman and Diu
1/5/2021,3379,2,3369,Dadra and Nagar Haveli and Daman and Diu
1/6/2021,3379,2,3370,Dadra and Nagar Haveli and Daman and Diu
1/7/2021,3379,2,3372,Dadra and Nagar Haveli and Daman and Diu
1/8/2021,3379,2,3372,Dadra and Nagar Haveli and Daman and Diu
1/9/2021,3380,2,3373,Dadra and Nagar Haveli and Daman and Diu
1/10/2021,3380,2,3374,Dadra and Nagar Haveli and Daman and Diu
1/11/2021,3380,2,3376,Dadra and Nagar Haveli and Daman and Diu
1/12/2021,3382,2,3376,Dadra and Nagar Haveli and Daman and Diu
1/13/2021,3382,2,3376,Dadra and Nagar Haveli and Daman and Diu
1/14/2021,3383,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/15/2021,3385,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/16/2021,3388,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/17/2021,3388,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/18/2021,3390,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/19/2021,3390,2,3377,Dadra and Nagar Haveli and Daman and Diu
1/20/2021,3391,2,3380,Dadra and Nagar Haveli and Daman and Diu
1/21/2021,3393,2,3380,Dadra and Nagar Haveli and Daman and Diu
1/22/2021,3393,2,3381,Dadra and Nagar Haveli and Daman and Diu
1/23/2021,3394,2,3382,Dadra and Nagar Haveli and Daman and Diu
1/24/2021,3394,2,3382,Dadra and Nagar Haveli and Daman and Diu
1/25/2021,3394,2,3386,Dadra and Nagar Haveli and Daman and Diu
1/26/2021,3394,2,3387,Dadra and Nagar Haveli and Daman and Diu
1/27/2021,3395,2,3388,Dadra and Nagar Haveli and Daman and Diu
1/28/2021,3396,2,3388,Dadra and Nagar Haveli and Daman and Diu
1/29/2021,3397,2,3388,Dadra and Nagar Haveli and Daman and Diu
1/30/2021,3398,2,3388,Dadra and Nagar Haveli and Daman and Diu
1/31/2021,3398,2,3390,Dadra and Nagar Haveli and Daman and Diu
2/1/2021,3398,2,3390,Dadra and Nagar Haveli and Daman and Diu
2/2/2021,3398,2,3391,Dadra and Nagar Haveli and Daman and Diu
2/3/2021,3398,2,3392,Dadra and Nagar Haveli and Daman and Diu
2/4/2021,3398,2,3392,Dadra and Nagar Haveli and Daman and Diu
2/5/2021,3398,2,3392,Dadra and Nagar Haveli and Daman and Diu
2/6/2021,3398,2,3394,Dadra and Nagar Haveli and Daman and Diu
2/7/2021,3398,2,3395,Dadra and Nagar Haveli and Daman and Diu
2/8/2021,3398,2,3395,Dadra and Nagar Haveli and Daman and Diu
2/9/2021,3398,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/10/2021,3398,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/11/2021,3398,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/12/2021,3398,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/13/2021,3398,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/14/2021,3400,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/15/2021,3400,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/16/2021,3400,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/17/2021,3400,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/18/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/19/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/20/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/21/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/22/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/23/2021,3402,2,3396,Dadra and Nagar Haveli and Daman and Diu
2/24/2021,3402,2,3398,Dadra and Nagar Haveli and Daman and Diu
2/25/2021,3404,2,3398,Dadra and Nagar Haveli and Daman and Diu
2/26/2021,3405,2,3398,Dadra and Nagar Haveli and Daman and Diu
2/27/2021,3406,2,3400,Dadra and Nagar Haveli and Daman and Diu
2/28/2021,3406,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/1/2021,3406,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/2/2021,3406,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/3/2021,3408,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/4/2021,3408,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/5/2021,3408,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/6/2021,3408,2,3400,Dadra and Nagar Haveli and Daman and Diu
3/7/2021,3409,2,3402,Dadra and Nagar Haveli and Daman and Diu
3/8/2021,3416,2,3402,Dadra and Nagar Haveli and Daman and Diu
3/9/2021,3421,2,3402,Dadra and Nagar Haveli and Daman and Diu
3/10/2021,3423,2,3404,Dadra and Nagar Haveli and Daman and Diu
3/11/2021,3423,2,3404,Dadra and Nagar Haveli and Daman and Diu
3/12/2021,3426,2,3404,Dadra and Nagar Haveli and Daman and Diu
3/13/2021,3431,2,3405,Dadra and Nagar Haveli and Daman and Diu
3/14/2021,3435,2,3405,Dadra and Nagar Haveli and Daman and Diu
3/15/2021,3438,2,3405,Dadra and Nagar Haveli and Daman and Diu
3/16/2021,3440,2,3407,Dadra and Nagar Haveli and Daman and Diu
3/17/2021,3445,2,3416,Dadra and Nagar Haveli and Daman and Diu
3/18/2021,3445,2,3417,Dadra and Nagar Haveli and Daman and Diu
3/19/2021,3454,2,3422,Dadra and Nagar Haveli and Daman and Diu
3/20/2021,3464,2,3424,Dadra and Nagar Haveli and Daman and Diu
3/21/2021,3471,2,3425,Dadra and Nagar Haveli and Daman and Diu
3/22/2021,3481,2,3427,Dadra and Nagar Haveli and Daman and Diu
3/23/2021,3485,2,3431,Dadra and Nagar Haveli and Daman and Diu
3/24/2021,3495,2,3433,Dadra and Nagar Haveli and Daman and Diu
3/25/2021,3510,2,3438,Dadra and Nagar Haveli and Daman and Diu
3/26/2021,3536,2,3442,Dadra and Nagar Haveli and Daman and Diu
3/27/2021,3554,2,3443,Dadra and Nagar Haveli and Daman and Diu
3/28/2021,3580,2,3448,Dadra and Nagar Haveli and Daman and Diu
3/29/2021,3607,2,3458,Dadra and Nagar Haveli and Daman and Diu
3/30/2021,3623,2,3463,Dadra and Nagar Haveli and Daman and Diu
3/31/2021,3642,2,3474,Dadra and Nagar Haveli and Daman and Diu
4/1/2021,3661,2,3482,Dadra and Nagar Haveli and Daman and Diu
4/2/2021,3683,2,3490,Dadra and Nagar Haveli and Daman and Diu
4/3/2021,3703,2,3499,Dadra and Nagar Haveli and Daman and Diu
4/4/2021,3719,2,3518,Dadra and Nagar Haveli and Daman and Diu
4/5/2021,3744,2,3538,Dadra and Nagar Haveli and Daman and Diu
4/6/2021,3770,2,3556,Dadra and Nagar Haveli and Daman and Diu
4/7/2021,3788,2,3590,Dadra and Nagar Haveli and Daman and Diu
4/8/2021,3812,2,3619,Dadra and Nagar Haveli and Daman and Diu
4/9/2021,3842,2,3631,Dadra and Nagar Haveli and Daman and Diu
4/10/2021,3884,2,3652,Dadra and Nagar Haveli and Daman and Diu
4/11/2021,4014,2,3667,Dadra and Nagar Haveli and Daman and Diu
4/12/2021,4083,2,3687,Dadra and Nagar Haveli and Daman and Diu
4/13/2021,4209,2,3706,Dadra and Nagar Haveli and Daman and Diu
4/14/2021,4307,2,3727,Dadra and Nagar Haveli and Daman and Diu
4/15/2021,4420,2,3756,Dadra and Nagar Haveli and Daman and Diu
4/16/2021,4523,4,3770,Dadra and Nagar Haveli and Daman and Diu
4/17/2021,4681,4,3798,Dadra and Nagar Haveli and Daman and Diu
4/18/2021,4748,4,3823,Dadra and Nagar Haveli and Daman and Diu
4/19/2021,4803,4,3876,Dadra and Nagar Haveli and Daman and Diu
4/20/2021,5102,4,3962,Dadra and Nagar Haveli and Daman and Diu
4/21/2021,5422,4,4047,Dadra and Nagar Haveli and Daman and Diu
4/22/2021,5672,4,4150,Dadra and Nagar Haveli and Daman and Diu
4/23/2021,5910,4,4238,Dadra and Nagar Haveli and Daman and Diu
4/24/2021,6142,4,4353,Dadra and Nagar Haveli and Daman and Diu
4/25/2021,6379,4,4471,Dadra and Nagar Haveli and Daman and Diu
4/26/2021,6580,4,4577,Dadra and Nagar Haveli and Daman and Diu
4/27/2021,6726,4,4700,Dadra and Nagar Haveli and Daman and Diu
4/28/2021,6912,4,4883,Dadra and Nagar Haveli and Daman and Diu
4/29/2021,7067,4,5084,Dadra and Nagar Haveli and Daman and Diu
4/30/2021,7334,4,5249,Dadra and Nagar Haveli and Daman and Diu
5/1/2021,7504,4,5567,Dadra and Nagar Haveli and Daman and Diu
5/2/2021,7712,4,5841,Dadra and Nagar Haveli and Daman and Diu
5/3/2021,7871,4,6103,Dadra and Nagar Haveli and Daman and Diu
5/4/2021,8008,4,6334,Dadra and Nagar Haveli and Daman and Diu
5/5/2021,8174,4,6564,Dadra and Nagar Haveli and Daman and Diu
5/6/2021,8325,4,6722,Dadra and Nagar Haveli and Daman and Diu
5/7/2021,8502,4,6917,Dadra and Nagar Haveli and Daman and Diu
5/8/2021,8596,4,7135,Dadra and Nagar Haveli and Daman and Diu
5/9/2021,8737,4,7308,Dadra and Nagar Haveli and Daman and Diu
5/10/2021,8847,4,7523,Dadra and Nagar Haveli and Daman and Diu
5/11/2021,8928,4,7722,Dadra and Nagar Haveli and Daman and Diu
5/12/2021,9021,4,7914,Dadra and Nagar Haveli and Daman and Diu
5/13/2021,9150,4,8086,Dadra and Nagar Haveli and Daman and Diu
5/14/2021,9257,4,8197,Dadra and Nagar Haveli and Daman and Diu
5/15/2021,9335,4,8404,Dadra and Nagar Haveli and Daman and Diu
5/16/2021,9447,4,8576,Dadra and Nagar Haveli and Daman and Diu
5/17/2021,9550,4,8745,Dadra and Nagar Haveli and Daman and Diu
5/18/2021,9599,4,8845,Dadra and Nagar Haveli and Daman and Diu
5/19/2021,9652,4,8944,Dadra and Nagar Haveli and Daman and Diu
5/20/2021,9748,4,9088,Dadra and Nagar Haveli and Daman and Diu
5/21/2021,9850,4,9174,Dadra and Nagar Haveli and Daman and Diu
5/22/2021,9880,4,9269,Dadra and Nagar Haveli and Daman and Diu
5/23/2021,9925,4,9390,Dadra and Nagar Haveli and Daman and Diu
5/24/2021,9987,4,9462,Dadra and Nagar Haveli and Daman and Diu
5/25/2021,10049,4,9606,Dadra and Nagar Haveli and Daman and Diu
5/26/2021,10092,4,9657,Dadra and Nagar Haveli and Daman and Diu
5/27/2021,10129,4,9750,Dadra and Nagar Haveli and Daman and Diu
5/28/2021,10152,4,9778,Dadra and Nagar Haveli and Daman and Diu
5/29/2021,10207,4,9845,Dadra and Nagar Haveli and Daman and Diu
5/30/2021,10214,4,9877,Dadra and Nagar Haveli and Daman and Diu
5/31/2021,10256,4,9913,Dadra and Nagar Haveli and Daman and Diu
6/1/2021,10286,4,9957,Dadra and Nagar Haveli and Daman and Diu
6/2/2021,10300,4,10011,Dadra and Nagar Haveli and Daman and Diu
6/3/2021,10331,4,10045,Dadra and Nagar Haveli and Daman and Diu
6/6/2021,10387,4,10261,Dadra and Nagar Haveli and Daman and Diu
6/7/2021,10394,4,10261,Dadra and Nagar Haveli and Daman and Diu
6/8/2021,10419,4,10261,Dadra and Nagar Haveli and Daman and Diu
6/9/2021,10427,4,10262,Dadra and Nagar Haveli and Daman and Diu
6/10/2021,10437,4,10296,Dadra and Nagar Haveli and Daman and Diu
6/11/2021,10445,4,10320,Dadra and Nagar Haveli and Daman and Diu
6/12/2021,10456,4,10343,Dadra and Nagar Haveli and Daman and Diu
6/13/2021,10462,4,10363,Dadra and Nagar Haveli and Daman and Diu
6/14/2021,10463,4,10381,Dadra and Nagar Haveli and Daman and Diu
6/15/2021,10464,4,10401,Dadra and Nagar Haveli and Daman and Diu
6/16/2021,10473,4,10408,Dadra and Nagar Haveli and Daman and Diu
6/17/2021,10481,4,10412,Dadra and Nagar Haveli and Daman and Diu
6/18/2021,10492,4,10417,Dadra and Nagar Haveli and Daman and Diu
6/19/2021,10500,4,10425,Dadra and Nagar Haveli and Daman and Diu
6/20/2021,10510,4,10432,Dadra and Nagar Haveli and Daman and Diu
6/21/2021,10514,4,10442,Dadra and Nagar Haveli and Daman and Diu
6/22/2021,10516,4,10452,Dadra and Nagar Haveli and Daman and Diu
6/23/2021,10520,4,10455,Dadra and Nagar Haveli and Daman and Diu
6/24/2021,10523,4,10459,Dadra and Nagar Haveli and Daman and Diu
6/25/2021,10526,4,10463,Dadra and Nagar Haveli and Daman and Diu
6/26/2021,10530,4,10474,Dadra and Nagar Haveli and Daman and Diu
6/27/2021,10534,4,10485,Dadra and Nagar Haveli and Daman and Diu
6/28/2021,10539,4,10490,Dadra and Nagar Haveli and Daman and Diu
6/29/2021,10547,4,10501,Dadra and Nagar Haveli and Daman and Diu
6/30/2021,10555,4,10507,Dadra and Nagar Haveli and Daman and Diu
7/1/2021,10560,4,10511,Dadra and Nagar Haveli and Daman and Diu
7/2/2021,10561,4,10514,Dadra and Nagar Haveli and Daman and Diu
7/3/2021,10565,4,10518,Dadra and Nagar Haveli and Daman and Diu
7/4/2021,10567,4,10522,Dadra and Nagar Haveli and Daman and Diu
7/5/2021,10569,4,10527,Dadra and Nagar Haveli and Daman and Diu
7/6/2021,10569,4,10530,Dadra and Nagar Haveli and Daman and Diu
7/7/2021,10575,4,10532,Dadra and Nagar Haveli and Daman and Diu
7/8/2021,10576,4,10534,Dadra and Nagar Haveli and Daman and Diu
7/9/2021,10579,4,10542,Dadra and Nagar Haveli and Daman and Diu
7/10/2021,10580,4,10553,Dadra and Nagar Haveli and Daman and Diu
7/11/2021,10584,4,10555,Dadra and Nagar Haveli and Daman and Diu
7/12/2021,10586,4,10557,Dadra and Nagar Haveli and Daman and Diu
7/13/2021,10588,4,10563,Dadra and Nagar Haveli and Daman and Diu
7/14/2021,10589,4,10564,Dadra and Nagar Haveli and Daman and Diu
7/15/2021,10591,4,10565,Dadra and Nagar Haveli and Daman and Diu
7/16/2021,10591,4,10565,Dadra and Nagar Haveli and Daman and Diu
7/17/2021,10593,4,10573,Dadra and Nagar Haveli and Daman and Diu
7/18/2021,10594,4,10574,Dadra and Nagar Haveli and Daman and Diu
7/19/2021,10597,4,10575,Dadra and Nagar Haveli and Daman and Diu
7/20/2021,10605,4,10577,Dadra and Nagar Haveli and Daman and Diu
7/21/2021,10612,4,10581,Dadra and Nagar Haveli and Daman and Diu
7/22/2021,10619,4,10581,Dadra and Nagar Haveli and Daman and Diu
7/23/2021,10624,4,10584,Dadra and Nagar Haveli and Daman and Diu
7/24/2021,10630,4,10585,Dadra and Nagar Haveli and Daman and Diu
7/25/2021,10637,4,10585,Dadra and Nagar Haveli and Daman and Diu
7/26/2021,10637,4,10587,Dadra and Nagar Haveli and Daman and Diu
7/27/2021,10637,4,10588,Dadra and Nagar Haveli and Daman and Diu
7/28/2021,10639,4,10591,Dadra and Nagar Haveli and Daman and Diu
7/29/2021,10642,4,10597,Dadra and Nagar Haveli and Daman and Diu
7/30/2021,10643,4,10603,Dadra and Nagar Haveli and Daman and Diu
7/31/2021,10644,4,10610,Dadra and Nagar Haveli and Daman and Diu
8/1/2021,10650,4,10617,Dadra and Nagar Haveli and Daman and Diu
8/2/2021,10650,4,10622,Dadra and Nagar Haveli and Daman and Diu
8/3/2021,10650,4,10631,Dadra and Nagar Haveli and Daman and Diu
8/4/2021,10651,4,10633,Dadra and Nagar Haveli and Daman and Diu
8/5/2021,10652,4,10633,Dadra and Nagar Haveli and Daman and Diu
8/6/2021,10652,4,10634,Dadra and Nagar Haveli and Daman and Diu
8/7/2021,10652,4,10636,Dadra and Nagar Haveli and Daman and Diu
8/8/2021,10652,4,10639,Dadra and Nagar Haveli and Daman and Diu
8/9/2021,10653,4,10641,Dadra and Nagar Haveli and Daman and Diu
8/10/2021,10653,4,10643,Dadra and Nagar Haveli and Daman and Diu
8/11/2021,10654,4,10646,Dadra and Nagar Haveli and Daman and Diu
6/11/2020,2,0,0,Daman & Diu
3/2/2020,1,0,0,Delhi
3/3/2020,1,0,0,Delhi
3/4/2020,1,0,0,Delhi
3/5/2020,2,0,0,Delhi
3/6/2020,3,0,0,Delhi
3/7/2020,3,0,0,Delhi
3/8/2020,3,0,0,Delhi
3/9/2020,4,0,0,Delhi
3/10/2020,4,0,0,Delhi
3/11/2020,5,0,0,Delhi
3/12/2020,6,0,0,Delhi
3/13/2020,6,0,0,Delhi
3/14/2020,7,1,1,Delhi
3/15/2020,7,1,2,Delhi
3/16/2020,7,1,2,Delhi
3/17/2020,8,1,2,Delhi
3/18/2020,10,1,2,Delhi
3/19/2020,12,1,3,Delhi
3/20/2020,17,1,5,Delhi
3/21/2020,26,1,5,Delhi
3/22/2020,29,1,5,Delhi
3/23/2020,29,1,5,Delhi
3/24/2020,30,1,6,Delhi
3/25/2020,31,1,6,Delhi
3/26/2020,36,1,6,Delhi
3/27/2020,36,1,6,Delhi
3/28/2020,39,1,6,Delhi
3/29/2020,49,2,6,Delhi
3/30/2020,87,2,6,Delhi
3/31/2020,97,2,6,Delhi
4/1/2020,152,2,6,Delhi
4/2/2020,219,4,8,Delhi
4/3/2020,219,4,8,Delhi
4/4/2020,445,6,15,Delhi
4/5/2020,503,7,18,Delhi
4/6/2020,523,7,19,Delhi
4/7/2020,576,7,21,Delhi
4/8/2020,576,9,21,Delhi
4/9/2020,669,9,21,Delhi
4/10/2020,898,13,25,Delhi
4/11/2020,903,14,25,Delhi
4/12/2020,1069,19,25,Delhi
4/13/2020,1154,24,27,Delhi
4/14/2020,1510,28,30,Delhi
4/15/2020,1561,30,30,Delhi
4/16/2020,1578,32,42,Delhi
4/17/2020,1640,38,51,Delhi
4/18/2020,1707,42,72,Delhi
4/19/2020,1893,43,72,Delhi
4/20/2020,2003,45,290,Delhi
4/21/2020,2081,47,431,Delhi
4/22/2020,2156,47,611,Delhi
4/23/2020,2248,48,724,Delhi
4/24/2020,2376,50,808,Delhi
4/25/2020,2514,53,857,Delhi
4/26/2020,2625,54,869,Delhi
4/27/2020,2918,54,877,Delhi
4/28/2020,3108,54,877,Delhi
4/29/2020,3314,54,1078,Delhi
4/30/2020,3439,56,1092,Delhi
5/1/2020,3515,59,1094,Delhi
5/2/2020,3738,61,1167,Delhi
5/3/2020,4122,64,1256,Delhi
5/4/2020,4549,64,1362,Delhi
5/5/2020,4898,64,1431,Delhi
5/6/2020,5104,64,1468,Delhi
5/7/2020,5532,65,1542,Delhi
5/8/2020,5980,66,1931,Delhi
5/9/2020,6318,68,2020,Delhi
5/10/2020,6542,73,2020,Delhi
5/11/2020,6923,73,2069,Delhi
5/12/2020,7233,73,2129,Delhi
5/13/2020,7639,86,2512,Delhi
5/14/2020,7998,106,2858,Delhi
5/15/2020,8470,115,3045,Delhi
5/16/2020,8895,123,3518,Delhi
5/17/2020,9333,129,3926,Delhi
5/18/2020,10054,160,4485,Delhi
5/19/2020,10054,168,4485,Delhi
5/20/2020,10554,168,4750,Delhi
5/21/2020,11088,176,5192,Delhi
5/22/2020,11659,194,5567,Delhi
5/23/2020,12319,208,5897,Delhi
5/24/2020,12910,231,6267,Delhi
5/25/2020,13418,261,6540,Delhi
5/26/2020,14053,276,6771,Delhi
5/27/2020,14465,288,7223,Delhi
5/28/2020,15257,303,7264,Delhi
5/29/2020,16281,316,7495,Delhi
5/30/2020,17386,398,7846,Delhi
5/31/2020,18549,416,8075,Delhi
6/1/2020,19844,473,8478,Delhi
6/2/2020,20834,523,8746,Delhi
6/3/2020,22132,556,9243,Delhi
6/4/2020,23645,606,9542,Delhi
6/5/2020,25004,650,9898,Delhi
6/6/2020,26334,708,10315,Delhi
6/7/2020,27654,761,10664,Delhi
6/8/2020,27654,761,10664,Delhi
6/9/2020,29943,874,11357,Delhi
6/10/2020,31309,905,11861,Delhi
6/11/2020,32810,984,12245,Delhi
6/12/2020,34687,1085,12731,Delhi
6/13/2020,36824,1214,13398,Delhi
6/14/2020,38958,1271,14945,Delhi
6/15/2020,41182,1327,15823,Delhi
6/16/2020,42829,1400,16427,Delhi
6/17/2020,44688,1837,16500,Delhi
6/18/2020,47102,1904,17457,Delhi
6/19/2020,49979,1969,21341,Delhi
6/20/2020,53116,2035,23569,Delhi
6/21/2020,56746,2112,31294,Delhi
6/22/2020,59746,2175,33013,Delhi
6/23/2020,62655,2233,36602,Delhi
6/24/2020,66602,2301,39313,Delhi
6/25/2020,70390,2365,41437,Delhi
6/26/2020,73780,2429,44765,Delhi
6/27/2020,77240,2492,47091,Delhi
6/28/2020,80188,2558,49301,Delhi
6/29/2020,83077,2623,52607,Delhi
6/30/2020,85161,2680,56235,Delhi
7/1/2020,87360,2742,58348,Delhi
7/2/2020,89802,2803,59992,Delhi
7/3/2020,92175,2864,63007,Delhi
7/4/2020,94695,2923,65624,Delhi
7/5/2020,97200,3004,68256,Delhi
7/6/2020,99444,3067,71339,Delhi
7/7/2020,100823,3115,72088,Delhi
7/8/2020,102831,3165,74217,Delhi
7/9/2020,104864,3213,78199,Delhi
7/10/2020,107051,3258,82226,Delhi
7/11/2020,109140,3300,84694,Delhi
7/12/2020,110921,3334,87692,Delhi
7/13/2020,112494,3371,89968,Delhi
7/14/2020,113740,3411,91312,Delhi
7/15/2020,115346,3446,93236,Delhi
7/16/2020,116993,3487,95699,Delhi
7/17/2020,118645,3545,97693,Delhi
7/18/2020,120107,3571,99301,Delhi
7/19/2020,121582,3597,101274,Delhi
7/20/2020,122793,3628,103134,Delhi
7/21/2020,123747,3663,104918,Delhi
7/22/2020,125096,3690,106118,Delhi
7/23/2020,126323,3719,107650,Delhi
7/24/2020,127364,3745,109065,Delhi
7/25/2020,128389,3777,110931,Delhi
7/26/2020,129531,3806,113068,Delhi
7/27/2020,130606,3827,114875,Delhi
7/28/2020,131219,3853,116372,Delhi
7/29/2020,132275,3881,117507,Delhi
7/30/2020,133310,3907,118633,Delhi
7/31/2020,134403,3936,119724,Delhi
8/1/2020,135598,3963,120930,Delhi
8/2/2020,136716,3989,122131,Delhi
8/3/2020,137677,4004,123317,Delhi
8/4/2020,138482,4021,124254,Delhi
8/5/2020,139156,4033,125226,Delhi
8/6/2020,140232,4044,126116,Delhi
8/7/2020,141531,4059,127124,Delhi
8/8/2020,142723,4082,128232,Delhi
8/9/2020,144127,4098,129362,Delhi
8/10/2020,145427,4111,130587,Delhi
8/11/2020,146134,4131,131657,Delhi
8/12/2020,147391,4139,132384,Delhi
8/13/2020,148504,4153,133405,Delhi
8/14/2020,149460,4167,134318,Delhi
8/15/2020,150652,4178,135108,Delhi
8/16/2020,151928,4188,136251,Delhi
8/17/2020,152580,4196,137561,Delhi
8/18/2020,153367,4214,138301,Delhi
8/19/2020,154741,4226,139447,Delhi
8/20/2020,156139,4235,140767,Delhi
8/21/2020,157354,4257,141826,Delhi
8/22/2020,158604,4270,142908,Delhi
8/23/2020,160016,4284,144138,Delhi
8/24/2020,161466,4300,145388,Delhi
8/25/2020,162527,4313,146588,Delhi
8/26/2020,164071,4330,147743,Delhi
8/27/2020,165764,4347,148897,Delhi
8/28/2020,167604,4369,150027,Delhi
8/29/2020,169412,4389,151473,Delhi
8/30/2020,171366,4404,152922,Delhi
8/31/2020,173390,4426,154171,Delhi
9/1/2020,174748,4444,155678,Delhi
9/2/2020,177060,4462,156728,Delhi
9/3/2020,179569,4481,158586,Delhi
9/4/2020,182306,4500,160114,Delhi
9/5/2020,185220,4513,161865,Delhi
9/6/2020,188193,4538,163785,Delhi
9/7/2020,191449,4567,165973,Delhi
9/8/2020,193526,4599,168384,Delhi
9/9/2020,197135,4618,170140,Delhi
9/10/2020,201174,4638,172763,Delhi
9/11/2020,205482,4666,175400,Delhi
9/12/2020,209748,4687,178154,Delhi
9/13/2020,214069,4715,181295,Delhi
9/14/2020,218304,4744,184748,Delhi
9/15/2020,221533,4770,188122,Delhi
9/16/2020,225796,4806,191203,Delhi
9/17/2020,230269,4839,194516,Delhi
9/18/2020,234701,4877,198103,Delhi
9/19/2020,238828,4907,201671,Delhi
